author,content,score,time,title
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
幕享
是一款免费的跨平台投屏工具，拥有 Windows、macOS、iOS、Android、Android TV 客户端，支持 AirPlay、Miracast、DLNA 协议，可以在手机与电脑间相互投屏，还能通过 App 控制 Windows 电脑。@Appinn
这是一款来自 Apowersoft 的免费工具，他们家各种奇奇奇怪怪的工具真是不少…
幕享可以实现不同设备间的相互投屏：
手机投屏到电脑
iOS 投屏到 macOS
iOS 投屏到 Windows
Android 投屏到 macOS
Android 投屏到 Windows
其中，iOS 使用原生的
屏幕镜像
功能即可，无需安装任何应用，只需要在电脑端安装软件即可。
电脑投屏到手机
macOS 投屏到 iOS
macOS 投屏到 Android
Windows 投屏 & 控制到 iOS
Windows 投屏 & 控制到 Android
电脑与手机均需要安装软件，并且在投屏之后，还可以使用画笔功能，可以在电脑的屏幕上写写画画。
Windows 支持直接远程控制。
请确保所有设备在同一个局域网内，即可非常简单的实现设备间的投屏。
官网
在这里
。发现频道也有两个推荐（
1
，
2
）。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '35369'});
});
收藏
34
2
1
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",21,2020/02/18,幕享 – 免费投屏工具，可在电脑与手机间相互投屏，还可控制电脑
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
微信客户端数据自动删除工具
（
AutoDeleteFileOnPCWechat
）是一款能够自动删除
微信 PC 版
自动下载的大量文件、视频、图片等内容，以释放电脑空间。
不会删除文字的聊天记录
。@Appinn
来自开发者 @
BlackBoXo
 的自荐。现在程序员给自己孩子起名字都这么粗暴的么？
微信占用手机空间这个事情，似乎大家都默认了，谁的微信没占用手机 50%+ 空间，那就不是一位合格的微信用户。
但其实微信 PC 版也会占用不少空间，如果你需要经常在电脑上使用微信办公，那么微信 PC 版占用的空间也不会少。不过相较于一般手机上 128G、256G 的存储空间，电脑上其实还好。
@BlackBoXo 展示了他的微信 PC 版磁盘占用：
但一想到这里面可能有大量的无用文件，就不能忍，
微信客户端数据自动删除工具
可以帮助到你。
微信客户端数据自动删除工具
能够指定时间删除内容，比如 6 个月之前的数据，包括：
图片类缓存（来自小程序、公众号等）
文件（PPT，Word，gif，PDF 等）
图片
视频
注意，请确保对必要的文件进行备份后再删除，毕竟删除容易，恢复不易…
@BlackBoXo 还提醒：程序启动较慢，删除过程中如出现转圈等现象请耐心等待，删除结束将会有提示。
另外，提供一次后悔药：删除后的文件在回收站。
微信客户端数据自动删除工具
在 
GitHub
 开源，有一个
国内搬运下载
。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '35365'});
});
收藏
10
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",5,2020/02/17,自动删除「微信 PC 版」文件、视频、图片等缓存数据，释放电脑空间
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
FalconX
 是一款美化 Windows 的小工具，它能够居中任务栏上的图标，并且拥有 40 多种动画效果，超低的资源占用。让你的 Windows 个性一点点。@Appinn
刚开始将任务栏上的图标放置在中间，还是稍微有点不习惯，然后…过一会可能也不太习惯。
不过这完全是使用习惯的问题，因为当想到要去任务栏的时候，总是习惯性的从左边开始菜单按钮看起。然后才发现，原来图标都去了中间。
不过效果还是很不错的，来看视频：
 
 
 
FalconX 拥有 42 种不同的动画效果，包括无动画。
其实动画效果就是图标轻微的移动，非常的轻微。
FalconX 可以设置任务栏透明、模糊，支持多显示器，以及可以定位居中是屏幕的中间，还是开始菜单和托盘之间的中间。
从任务管理器来看，FalconX 的峰值 CPU 资源占用在 0.6% 左右，大多数都是 0，而内存占用仅仅 2.9MB。
感兴趣的同学可以从 
GitHub
 免费下载，也可以从 
Windows 商店
付费支持。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34645'});
});
收藏
6
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",8,2019/12/04,FalconX – 居中显示任务栏图标[Windows]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Tern
 是一款
字幕文件
翻译工具，它能利用 9 大主流机器翻译服务商（Google、微软、亚马逊等）对 .ass、.srt、.vtt 字幕文件进行翻译，可以减轻字幕组同学的工作量，也为那些对翻译要求不高的同学提供了啃下生肉的机会。@Appinn
如果你下载到一部喜爱的剧，只有英文字幕，但找不到中文字幕，那么就可以试试 Tern 的自动翻译功能，它可以给你提供一份机器翻译的中文字幕，虽然质量「可能」没有字幕组精校的好，但足够让你了解剧情。
而如果你是字幕组成员，那么使用 Tern 可以极大的减轻工作量，只需要对翻译后的字幕文件进行二次处理即可。
使用简单，直接将字幕文件拖进去之后，依次选择翻译服务商、源语言、目标语言，就能开始翻译了。
有一份使用视频：
 
 
 
需要注意，Tern 分为两个部分：
软件主体部分
机器翻译部分
Tern 的软件主体，提供每个月 100 万字符的免费额度，超过这个额度需要付费订阅使用。而机器翻译部分的价格随提供商而定。
目前的机器翻译提供商有：
彩云
百度
腾讯
小牛
搜狗
谷歌
微软
亚马逊
Yandex
不同翻译提供商的价格不同，下面有个表格可以参考：
名字
类型
具体价格
备注
来源
谷歌
收费
20刀/100万字符
每月免费$10
价格页
Yandex
收费
15刀/100万字符
俄罗斯的
价格页
亚马逊
免费+收费
15刀/100万字符
免费额度200万/月
价格页
微软 Azure
免费+收费
10刀/100万字符
免费额度200万/月
价格页
百度
免费+收费
49元/100万字符
免费额度不限
价格页
搜狗
免费+收费
40或60元/100万字符
送100元体验卷
价格页
彩云
免费+收费
20元/100万字符
免费额度100万/月
文档
小牛
免费+收费
50元/100万字符
免费额度100万/当月
价格页
腾讯
免费+收费
58元/100万字符
免费额度500万/月
价格页
对于个人用户来说，每个月 Tern 自带的 100 万字符免费额度，加翻译平台的免费额度，完全足够免费使用。
对于字幕组或者商业机构，付费使用即可，这个定价挺好的，双赢。
Tern 官网
在这里
，拥有 macOS 与 Windows 版本，可以在
官网下载页面
下载。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '35146'});
});
收藏
8
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",6,2020/01/12,Tern – 字幕组机翻小助手：自动翻译英文字幕为中英双语字幕[Win/macOS]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
PotPlayer 是一款流行的 Windows 视频播放器，除了播放娱乐视频，当然也可以播放学习视频。下面是 @live9999 分享的
使用 PotPlayer 书签功能来管理学习视频课程知识点
的经验，很有意思，一起来看看。@Appinn
PotPlayer 之视频课程学习神器
原文地址
，作者 @
live9999
PotPlayer
 是一个很特殊的软件，名声好得不得了也差得不得了。
就播放而言，大多数播放器功能都差不多，但它却有一个全网最牛的功能：
播放器书签
。
我试过很多播放器，就书签而言，目前全网只有 PotPlayer 做得相对最好。
那么书签有什么用呢?
视频教程知识点分散，做书签可以标注知识点的位置，便于快速查找定位知识点。
PotPlayer 制作的书签可以：
单个添加，也可以全局添加
可以导出文件 PBF 便于备份
可以导出书签文本便于编辑
内置搜索，便于看视频时快速定位
分单个视频内搜索和全局(含有书签的全部视频)的搜索
怎么添加书签就略过了，我现在讲下使用中鲜为人知的功能：
拷贝单个视频的全部书签
两种储存方式
PotPlayer 的书签有两种储存方式：
和视频同名并保存在同一文件夹下
储存在 PotPlayer 文件夹下的 PotPlayerMini64.ini 文件里
保存在同一文件夹的好处是便携，但对应这种存储方式的搜索就只能搜索单个视频的书签，它的搜索书签功能是独一无二的。可能是我孤陋寡闻，如果还有其他播放器有搜索书签的功能，请推荐给我，谢谢。
储存在 PotPlayerMini64.ini 文件里的优点是可以对所有有书签的视频进行搜索，缺点是如果视频改变了路径，得修改 ini 里面的路径才能显示书签。
所以，针对这些功能，我们可以这样子：
如果需要移动视频教程或者备份书签，就勾选”将书签保存在视频文件夹内”，然后筛选 PBF 打包一份备份。备份完就把那个勾选去掉，去掉之后 PBF 会被自动删除的。
注意要勾选”添加有标题的书签”。
每次添加书签，默认是截图的，也保存在书签内。所以如果你的标签很多，那么ini 文件或者 PBF 文件会很大的，就需要用到
全局编辑书签
这个功能实现书签的瘦身。
具体的操作就是，在书签都添加完之后，选择全体编辑 > 全部复制 > 再全部粘贴覆盖，这样书签里就全部是文本信息不会包含图像信息了。
建议频繁使用书签功能的话，最好设置个快捷键打开书签编辑器，我设置为中键打开。
如何定位学习视频中的知识点，的确是一个很大的问题。利用书签功能就好比为视频添加了目录，便于检索、查阅。
所以，你的 PotPlayer 是学习工具吗？
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34675'});
});
收藏
11
2
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",10,2019/12/09,"如何用 PotPlayer 的书签功能,标记并检索视频课程的知识点"
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Snow Sculptures
 是微软发布的一款适合于 Windows 10 的冬日雪景主题。包含了 14 幅雪景图像。@Appinn
在这组包含 14 幅图像的免费 Windows 10 主题集中，从可爱的雪人家庭到雄伟的城堡和错综复杂的列车，你会对这些闪亮的创作惊叹不已。
喜欢雪主题的同学不要错过了，在这个冬天，换个新主题吧。
从 Windows 
应用商店
安装。
所以，主题就是壁纸包没啥疑问了吧。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34699'});
});
收藏
0
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",4,2019/12/11,Snow Sculptures – 14 幅图像的 Windows 10 冬日雪景主题，微软官方主题
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
近日来自 
Solidot
 引援 
ghacks
 的消息：uTorrent 已被多个杀毒引擎标记为潜在有害应用程序，自从 uTorrent 母公司 BitTorrent 被中国区块链公司波场 TRON 收购之后，就没什么好消息了。那么一个大问题，用户怎么办？有好用的、靠谱的替代品吗？
从由 Google 提供的 VirusTotal 在线杀毒引擎的
检测结果
来看，目前还有包括微软、ESET-NOD32、Comodo、Yandex 在内的 10 家杀毒引擎认为 uTorrent 不够安全。
其实早在很久之前，uTorrent 就添加了难以去除的广告程序，让很多人心烦。
其实被 10 家列为不安全不算多，青小蛙还见过更多的 🙈
注意
，被标记为潜在有害应用程序并不是说 uTorrent 现在已经是恶意应用了，也有可能是误报，或者是捆绑了其他的软件有问题。要知道杀毒界误报稀松平常，向杀毒软件厂商申诉是很多个人开发者的必备技能。但作为诞生将近 15 年的老牌 BT 软件，uTorrent 不应该是这样的。
那么：
有 uTorrent 替代品吗？
青小蛙在
微博上问了
一圈，大家都在推荐开源、免费的 
qBittorrent
，并且 qBittorrent 在官网就摆明写着：
qBittorrent 项目旨在提供一个替代 µTorrent 的开源软件
似乎，无懈可击。开发者 @volunteers 利用业余实现开发了 qBittorrent，有中文界面、无广告、集成搜索引擎、可指定分类搜索、支持 RSS、支持磁力链接、DHT 网络、支持私有种子等等，qBittorrent 支持 Windows、macOS、Linux、FreeBSD 等主流操作系统，界面长这个样子：
虽然不是很美观，但十分清爽，正常用用是没问题问题了。上图是青小蛙第一次安装后的情形，可以看到已经连接了 88 个 DHT 节点，而在
添加最佳 trackers 服务器列表
之后，节点达到了 128 个。
qBittorrent 还有一些其他特效，比如 Web 管理界面、UPnP 支持、PEX 对等交换、LSD 本地对等发现、IPv6 支持，以及支持
第三方插件
，有良好的扩展性。
qBittorrent 官网
在这里
，感兴趣的同学可以前往了解。
最后问题来了，还有其他的替代品吗？
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34711'});
});
收藏
6
1
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",7,2019/12/11,爆 uTorrent 被多款杀毒软件查杀，有什么好用的替代品吗？
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
TextConverter
 是一款 Windows 下的生产力工具，它能够对文本文件进行批量处理，包括添加、替换、删除、合并等 16 种操作，支持正则，支持实时预览，能够极大的减轻工作量，属于生产力工具。@Appinn
TextConverter 能解决的事情，可能在平时用不太到，但一旦遇到，要么几分钟，要么几天。比如你有几千个小文件，需要在每一个文件最后添加一行文字，那么使用 TextConverter 只需要几分钟，但如果想要一个一个文件的修改…还是不要想了。
但是，TextConverter 的界面真的一点都不友好：
一眼望去，好想关闭。
TextConverter 的 16 种处理方式分别是：
替换文本
替换整行
指定位置插入
删除文本
删除行
处理 HTML 代码
行顺序变更
大小写字母替换
合并文件
分割文件
常数
文字转音频
换行
编码
CSV 编辑
更多
每一项都略微复杂，比如替换文本功能，在输入想要插入的文本内容之后，就开始选择插入位置了，可以是文件开头、结尾，或者从第几个字符开始插入。
还可以在每行插入、每个文件插入、第几行插入、包含特定内容的某一行的第几个字符插入：
而最重要的是，左下角有实时预览，能够看到是否正确插入，左上角选择切换文件预览，非常的方便。
并且在保存之前都不用担心原文件被破坏。
TextConverter 也考虑到了界面太可怕了，所以可以在 View 菜单中，隐藏各个区域，下图是隐藏了文件列表与保存区域的截图，仅剩下对比与功能区域，是不是看起来稍微…稍微好受一点。
别忘记，你花一点点时间对一个项目进行了文字处理，然后批量完成其他同类文件，这不光高效，还避免把自己的精力消耗在无意义的重复机械工作之中。
青小蛙给 TextConverter 一个
精选
，可以在
官网下载
，感兴趣的同学也可以
参与翻译
。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34683'});
});
收藏
13
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",7,2019/12/10,TextConverter – 16 种方式，批量处理文本文件，生产力工具[Windows]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
由于需求的普遍性，笔记应用是个长久讨论的话题，但是由于需求的差异性，才催生无数同类服务和软件，假如有这样一个细分需求：开源、跨(全)平台、自由(免费)、云存储同步、数据自由导出、端到端加密、笔记嵌套、多层次结构、支持附件/图片、网页剪藏、Markdown，代办事项，可选择的软件和服务并不多。
一些需求：
笔记一般是纯个人数据，开源是安全、功能扩展、自由的保证
跨平台，尤其是全平台意味着未来在平台选择上不需要再寻找替代品
Free，是人见人爱的
自由的云同步是必不可少的
自由的数据导出是避免灾难的终极保证
笔记加密和传输过程端到端加密才有安全可言
嵌入附件和多媒体文件增加了使用场景
Markdown 以及扩展其扩展语法支持应该是基础功能
其他锦上添花的扩展功能
本文介绍的开源笔记软件 Joplin 符合上述需求，并且提供多种扩展功能，和某些独一无二的专业功能。
Joplin
 是一个自由开源的笔记和待办事项应用，可用于 Linux、Windows、macOS、Android 和 iOS。它的主要功能包括端到端加密，Markdown 支持以及通过 NextCloud、Dropbox、OneDrive 或 WebDAV 等第三方服务进行同步。
Joplin 的特色：
桌面、移动端、命令行全平台客户端
支持网页剪藏（Firefox. chrome）
端到端加密（E2EE）
支持与 Onedrive. Nextcloud. Dropbox. Webdav 等网盘同步
导入 Enex 文件(Evernote导出文件格式)和Markdown文件
支持导出为：JEX（Joplin 导出格式）、MD、RAW、PDF、JASON 等格式
支持 to-do 模式
离线优先，数据在本地可读
Markdown 支持扩展语法如数学公式（math notation）复选框(checkboxes)、纯文本标记语言 Fountain
支持插入附件、图片
支持地理位置功能
支持外置编辑器，一键打开外置编辑器编辑内容
Joplin 支持的平台：
Mac
Windows
Linux
Android
iOS
ChromeOS
Chrome
Termux
Firefox
作为功能强大的 Markdown 笔记应用，Joplin 的入手门槛很低，除了一些扩展 Markdown 语法，软件层面非常友好易用。
同步
作为开源软件，Joplin 避免与特定公司或服务捆绑。所以提供多种网盘同步功能，如 NextCloud、Dropbox、oneDrive 和 WebDav，并且迁移数据很容易，如果你改变主意，也很容易从一种服务切换到另一种服务。
界面
Joplin 的界面自带多种深浅两色主题配色，左侧带有可隐藏的笔记本/笔记导航栏，在纯写作状态（左侧的笔记本/笔记导航栏隐藏）界面，可以设置为纯编辑界面，纯预览界面以及“编辑+预览”双排界面。
Markdown
默认 Markdown 语法在编辑区上方有独立工具栏，可以快速设置粗体、斜体、外链、引用、图片、列表、二级标题、待办标记、隔离线，日期，标签等语法快速生成按钮。
支持图片和附件
可以用 Markdown 格式（支持数学符号和复选框）记笔记，可以在笔记中添加附件（使用图像预览）或在外部 Markdown 编辑器中编辑它们并在每次保存文件时自动在 Joplin 中更新它们。
复选框
数学公式
插入图表
混合排版
Joplin 可以很好地处理大量笔记，它允许你将笔记组织到笔记本中、添加标签和搜索。还可以按更新日期、创建日期或标题对笔记进行排序。每个笔记本可以包含笔记、待办事项或两者，可以轻松添加其他笔记的链接（在桌面应用中右键单击笔记并选择 “Copy Markdown link”，然后在笔记中添加链接）。
其他扩展功能：
CSS 样式表的 Markdown 显示
自动检测代码块
本地图片资源（从 Evernote 备份导入）
插入地图
用颜色代码代替图片以减小本地文件体积
支持 Fountain
支持主要用于剧本写作的轻量文本标记语言 Fountain，来代替专业且昂贵的剧本写作软件。
Fountain
 是电影电视广告工业领域的通用文本标记语言，与 markdown 类似，但语法完全不同。
Joplin 官网在这里：
https://joplinapp.org/
 应本文作者要求匿名，是一位小众软件网友。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34781'});
});
收藏
36
2
1
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",17,2019/12/16,Evernote 强力替代品：开源加密笔记本 Joplin
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
虽然常常被优美的图片，精彩的视频剪辑所吸引，但文字的魅力，从来都不会被掩盖，因为想象力，才是人类最强大的力量。
Inky
 是一款开源脚本语言 
INK
 的编辑器，可以让你非常简单的编写出一段带有逻辑，可选择的文字游戏。
来自
发现频道
，@
blind
 同学说：Inky 是 INK 的一款官方开源编辑器，一款能让你用类似于 Markdown 的简单语法写出“互动小说”或“文字冒险游戏”的工具。
不知道有多少同学有过写小说的梦想，或者有多少同学已经实践过，青小蛙在上学的时候真的写过啊，写完之后，在几个要好的同学之间传阅，很有趣的一段经历。
Inky 例子
想要利用 Inky 编写出一段像样的互动小说、文字冒险游戏，已经变得十分简单了，以下面这个示例为例：
其最终展示效果可以
在这里
预览，当用户阅读完对话之后，需要选择剧情发展方向，页面会根据用户的选择，呈现不同的内容，以此完成一个带有逻辑、可互动的小说、游戏。
Inky 使用
那么，如何使用 Inky 就显得很重要了。Inky 是一个带有实时预览的文本编辑器，你需要遵循一定的 INK 语法，比如下面这个简单的例子，就用到了 节点、选项两个功能，实现用户点击不同的选项，跳转到不同的节点功能：
伦敦，1872年
Phileas Fogg 先生的住所。

-> london

=== london === //这是节点
Phileas Fogg 先生早早从改革俱乐部回到了家，并乘坐了新型的蒸汽运输机！   
“领航,” 他喊到。 ""我们去环游世界！""

+ “环游世界，先生？”  //这是选项
    我大吃一惊。
    
    -> astonished
    
+ [点头。] -> nod  //这是选项


=== astonished ===
“你在开玩笑！” 我认真地对他说。“你一定是在和我开玩笑，先生。” 
“我很认真。” 

+ “好吧。”

    -> ending


=== nod ===
我点了点头，但不相信一个字。

-> ending


=== ending //这也是节点

# CLASS: end
“我们将在八十天内环游地球。” 他很平静地提出了这个近乎疯狂地计划“我们8:25去巴黎。一小时后。”

-> END

之后，就能将这个游戏发布在网络上，让其他人来玩啦。
当然想要复杂的剧情，可以从这个
入门手册
开始，如果你们谁有写好的游戏，也欢迎来分享。
不过，这个坑很深，想进入的同学请谨慎考虑，你是否真的热爱 😂但，这也是从游戏者向游戏创作者的一个转变，想象力在，谁知道明天会发生什么呢？
Inky 可以在
这里下载
，支持 Windows、macOS 与 Linux。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34789'});
});
收藏
47
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",24,2019/12/17,Inky – 从未如此简单：编写属于自己的互动小说/文字冒险游戏
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
万彩手影大师（
http://www.animiz.cn/hand/
）是一款自媒体(抖音,快手等)动画视频制作软件，专注于制作创意的自媒体动画视频。通过简单的拖拽，即可添加图片、图形、预设文本、SWF与音频素材到画布中，轻松制作自媒体动画视频。
万彩手影大师
操作简单，非常适合小白使用，无需专业知识以及复杂操作。它内置大量模板，只需几步即可做出专业的自媒体动画视频。
实例
看看万彩手影大师的制作效果吧：
软件中独有的
剪纸效果
，让视频中的图片更加立体，呈现效果更加；生动的
手势动作
动画，让白板动画视频不再单调；一键分享手势动画到朋友圈，让更多人欣赏你的创意动画视频。
万彩手影大师功能
1. 生动的动作动画
多种手势动画可选，简单的手势动画让你的动画视频更加趣味生动，让观众印象深刻
手势动画
2. 自定义手绘动画
可以自定义手绘的笔和手势，以配合所需的动画内容，创建白板手绘动画：
3. 真人手写字动画功能
4. 生动立体的3D动画人物
动作丰富，表情多样的3D动画人物，有效地丰富视频动画内容和提升用户观看体验，用更生动的方式来传递动画视频信息。
5. 前景特效动画
多种前景特效动画让内容切换、转场更自然流畅，让自媒体动画视频内容更精彩。
6. 精美图片库
附带10000+的手绘图片素材，涵盖多个主题分类，满足用户不同视频制作需求
7. 艺术字、音频和SWF素材库
使用艺术字让视频场景更美观；使用音频调动视频气氛；使用动态动画素材，让视频场景更加趣味生动
8. 精美的剪纸效果
特色剪纸风格，让普通图片立体化，美化图片呈现效果，让自媒体动画视频更加生动立体
9. 表达小助手-字幕语音
给精彩的手势动画视频添加字幕，再搭配上语音，轻松地阐述你的观点，便于观众快速抓到重点
10. 轻松输出在线动画视频
一键分享到各大社交媒体，收获更多赞美
11. 生成 GIF 动画
快速生成高质量的GIF图像，画质清晰便于分享；支持多种视频格式，大屏播放也清晰。
福利：3000 个特别版激活码
万彩手影大师下载地址
http://www.animiz.cn/hand/download/
（需电脑打开下载，它是个电脑软件）
此次活动将会送出 3000 个特别版激活码，激活后 1 年内有效，送完即止！
使用下面的激活码进行升级，即可升级为特别版，特别版相比免费版可以
去水印
，以及
更多的可用素材
。
超级激活码：
036F-5E9F-A389-FD0C-222F
激活码有效期：
即日起至2020年01月31日
激活后特别版有效期：
365天
激活码使用方法
特别版如何升级步骤：
先 
登录账号
，按下图步骤进入升级账户界面：
激活后， 365天内有效。在账号状态里能查看到期时间
升级好后，打开万彩手影大师软件，登录已升级好的账号，就可以获得特别版的使用权限。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34798'});
});
收藏
5
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",10,2019/12/17,"万彩手影大师 – 自媒体(抖音,快手等)动画视频制作软件，送3000个特别版"
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
以下内容来自
发现频道
，作者为 @
zhongyang219
MusicPlayer 是我开发的一款 Windows 下的本地音乐播放器，从写下它的第一行代码到现在已经有 3 年的时间了。之所以要开发这个，主要是因为目前市面上的本地播放器似乎都不满足我的需求，所以决定自己开发一个。
MusicPlayer2
 使用 C++ 和 MFC 开发，播放内核为 bass 音频库，几乎支持所有的音频格式。
主界面：
全屏模式：
迷你模式：
搜索框显示歌词：
桌面歌词：
选项设置：
主要特性
歌词显示
迷你模式
小娜搜索框显示歌词
桌面歌词显示
歌词在线下载
歌词编辑
歌曲标签识别
歌曲标签编辑（目前仅支持ID3V1）
频谱分析
专辑封面
自动匹配下载歌词和专辑封面
音效设置（均衡器和混响）
任务栏缩略图按钮
主题颜色
支持cue分轨
背景高斯模糊
完美的高分辨率显示器支持
格式转换
使用播放列表和文件夹两种模式组织音乐
全局快捷键
下载链接:
GitHub下载
百度网盘下载
感兴趣的同学可以前往
发现频道
与开发者沟通。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34813'});
});
收藏
12
1
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",17,2019/12/18,MusicPlayer2 – 美观易用的 Windows 本地音乐播放器
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Delta Chat 是一款基于电子邮件的 IM 即时聊天工具，它利用现有的电子邮件基础设施，将传统收发电子邮件的样式，变为主流的 IM 方式，无需注册，无云数据保存聊天记录，所有通信均使用传统邮件协议，内容也保存在你的邮箱中。支持 iOS、Android、Windows、macOS、Linux。@Appinn
早 10 年，可能会火吧。
Delta Chat 的界面，和 Telegram 极其相似。
使用过程，和 IM 没有什么区别，只是需要将联系人从 ID 改为邮箱地址，并且不要求对方使用 
Delta Chat
，会以邮件的形式进入对方收件箱。
来看一段视频：
 
 
 
在你的邮箱中可以看到所有收发记录。对于主流邮箱的支持还好，不过 163 好像不能用，提示出错。
安全性，使用 rPGP 的端到端加密，传输层使用 TLS 加密。为了防御主动攻击，使用了 CounterMITM 协议，该协议又使用rPGP。
总之，这是一款10年前就应该有的应用，但放到现在，真的很难要求用户迁移社交网络。打败现有 IM 的，一定不是一款新的 IM。
可以
从这里下载
 Delta Chat，iOS 还未上架，需要使用 Testflight。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34849'});
});
收藏
8
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",4,2019/12/23,Delta Chat – 如果早 10 年，用邮件当 IM 可能会火
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Remote Volume Controller
 是一款简单易用的 Windows 下，远程音量调节工具。让你在无需打开远程桌面的情况下，通过网页就能调整远程电脑的音量。@Appinn
这可能是个非常少见的应用，但青小蛙真的用得到。
青小蛙家中的音响由一台 Windows 控制，里面运行了一个流媒体音乐平台。其实这个平台支持手机遥控的，非常方便，但有时候在电脑前工作，并不想打开手机，这个时候如果想调整音量，是需要打开 RDP 远程桌面的，然后进入调整。
而有了 Remote Volume Controller 就方便了，只需要在浏览器上打开控制页面，直接调整这个丑的没边际的音量条就可以了。
而在电脑那一段，需要提前运行 Remote Volume Controller，并且打开
启用服务器
就可以了。
然后，在局域网内就能通过这个网址遥控远程电脑的音量了。
不过，青小蛙遇到了闪退的问题。每调整一次就退出了，还期待开发者改进。
来自
发现频道
，在 
GitHub
 开源，需要 Windows 7 以上系统，以及 .NET Framework 4.5.2+
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '34853'});
});
收藏
1
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",3,2019/12/23,Remote Volume Controller – 远程音量调节工具[Windows]
